vessel_type,speed_kn,cargo_load_t,distance_nm,fuel_type,weather,fuel_consumption_l
Handymax,10.41,3169.1,1609.0,Ammonia,Calm,50.0
Panamax,16.23,7883.8,1684.5,Hydrogen,Rough,263.4
Container,18.07,10780.1,1108.5,Hydrogen,Calm,291.3
Tanker,17.33,3300.3,1472.6,Ammonia,Moderate,263.6
Feeder,17.05,2498.8,1626.4,LNG,Moderate,72.3
Panamax,20.23,3429.2,1864.9,Conventional (HFO/MGO),Rough,488.1
Handymax,10.98,3293.9,1403.9,Methanol,Calm,50.0
Tanker,12.99,4797.9,665.6,Ammonia,Moderate,54.2
Container,17.64,2972.7,1139.5,Hydrogen,Calm,235.9
Tanker,11.95,6815.7,550.1,Conventional (HFO/MGO),Moderate,50.0
Container,12.97,9259.4,1626.8,Ammonia,Calm,188.7
Container,20.66,13273.9,1627.2,Ammonia,Calm,769.3
Tanker,15.25,8125.3,1938.2,LNG,Rough,326.5
Ro-Ro,12.84,6586.4,1586.4,Hydrogen,Calm,89.8
Tanker,14.89,11725.5,1496.1,Methanol,Moderate,255.4
Container,12.29,6533.1,856.2,Conventional (HFO/MGO),Moderate,84.3
Tanker,15.41,11203.0,529.3,Conventional (HFO/MGO),Moderate,92.2
Container,20.16,3181.3,834.0,Methanol,Rough,320.6
Panamax,17.12,2647.6,1670.5,Hydrogen,Moderate,224.1
Ro-Ro,15.43,6368.5,596.3,Ammonia,Calm,58.0
Feeder,12.19,2789.6,1185.2,Hydrogen,Calm,50.0
Handymax,14.57,5320.2,1266.9,Hydrogen,Rough,99.7
Ro-Ro,15.18,7726.9,1985.2,LNG,Calm,187.5
Container,21.68,13187.1,1794.8,LNG,Calm,846.1
Container,16.65,6025.2,1247.2,Conventional (HFO/MGO),Moderate,260.6
Ro-Ro,18.23,1826.7,1161.2,LNG,Calm,128.4
Ro-Ro,17.38,3953.7,763.9,LNG,Moderate,86.4
Panamax,13.48,8409.7,161.4,Hydrogen,Moderate,50.0
Ro-Ro,18.34,2028.1,1001.9,Methanol,Rough,143.9
Feeder,14.46,2433.4,1748.2,Methanol,Rough,57.4
Handymax,15.85,3812.8,391.8,Methanol,Moderate,50.0
Handymax,16.09,2558.9,292.0,Conventional (HFO/MGO),Moderate,50.0
Tanker,10.05,6615.1,163.5,Methanol,Rough,50.0
Container,12.13,3888.8,1075.4,Ammonia,Moderate,93.2
Panamax,14.55,2120.8,1346.6,Methanol,Calm,117.7
Panamax,18.65,7028.5,351.5,Methanol,Calm,70.7
Tanker,15.09,8984.8,626.8,Methanol,Rough,106.3
Feeder,12.62,1865.1,251.0,Methanol,Calm,50.0
Tanker,15.54,2303.3,493.7,LNG,Calm,50.5
Tanker,11.24,8136.7,1674.9,LNG,Moderate,108.8
Handymax,15.51,4496.3,586.3,Ammonia,Calm,50.0
Container,19.57,6255.8,461.4,LNG,Calm,140.0
Container,12.03,7606.8,761.5,Methanol,Moderate,62.8
Handymax,15.19,3206.7,1581.6,Ammonia,Rough,153.8
Panamax,18.66,1667.1,1717.5,Conventional (HFO/MGO),Calm,278.2
Ro-Ro,17.21,5196.2,1832.2,Hydrogen,Rough,268.0
Tanker,13.22,4046.5,1884.3,Ammonia,Calm,194.5
Feeder,10.32,2044.8,1855.3,Conventional (HFO/MGO),Calm,50.0
Tanker,13.13,7147.8,1486.9,LNG,Calm,120.1
Tanker,12.33,5256.6,1408.1,Hydrogen,Calm,83.3
Tanker,16.98,4785.6,1826.3,LNG,Moderate,313.3
Tanker,13.45,3907.8,365.3,Hydrogen,Moderate,50.0
Ro-Ro,15.12,4254.8,762.6,Ammonia,Calm,70.8
Handymax,18.12,1439.9,1220.6,Conventional (HFO/MGO),Calm,122.4
Feeder,14.53,2799.5,1481.0,LNG,Calm,50.0
Feeder,10.11,2062.9,1815.6,Methanol,Calm,50.0
Container,17.03,5503.5,1639.4,Hydrogen,Calm,282.4
Ro-Ro,18.89,3413.7,631.7,LNG,Calm,93.1
Container,17.9,9404.6,1734.6,Ammonia,Calm,438.7
Handymax,16.68,4616.3,1036.1,Ammonia,Moderate,103.7
Handymax,13.26,4243.1,1980.6,Hydrogen,Moderate,94.7
Handymax,18.36,4638.5,1915.9,Hydrogen,Moderate,254.4
Feeder,13.79,3074.5,2016.3,LNG,Calm,50.0
Container,20.47,10799.8,1339.5,LNG,Calm,483.4
Ro-Ro,14.13,1975.7,769.2,Ammonia,Moderate,51.3
Tanker,12.81,9628.7,1035.5,Conventional (HFO/MGO),Calm,90.7
Panamax,19.15,6631.7,1042.8,LNG,Rough,253.6
Panamax,11.32,4300.1,1902.9,Ammonia,Rough,115.8
Panamax,19.16,6894.4,671.2,Hydrogen,Moderate,143.3
Panamax,19.85,5211.7,514.9,Methanol,Calm,130.2
Panamax,19.69,1955.8,952.9,Conventional (HFO/MGO),Moderate,175.2
Panamax,12.0,5483.1,1344.1,Ammonia,Rough,102.9
Ro-Ro,16.93,6887.6,1889.0,LNG,Moderate,219.4
Container,21.44,10748.4,1794.7,Methanol,Moderate,818.8
Tanker,12.63,9808.9,1266.8,Conventional (HFO/MGO),Calm,106.0
Panamax,19.28,6797.9,250.9,Hydrogen,Moderate,50.2
Tanker,11.57,6999.0,1319.8,Ammonia,Moderate,82.3
Ro-Ro,16.63,1905.7,901.9,Hydrogen,Moderate,75.7
Handymax,12.86,5177.7,450.8,Hydrogen,Moderate,50.0
Feeder,12.56,2484.5,586.1,Methanol,Moderate,50.0
Panamax,18.12,5487.3,1849.8,Ammonia,Calm,330.5
Panamax,18.44,1756.6,1026.8,LNG,Moderate,148.7
Tanker,14.18,10557.5,574.0,LNG,Calm,66.4
Container,12.37,8739.7,284.1,Ammonia,Rough,50.0
Panamax,13.73,5895.5,447.2,Methanol,Moderate,50.0
Container,21.25,4873.7,509.1,Methanol,Calm,197.4
Ro-Ro,18.16,4204.2,1301.6,Conventional (HFO/MGO),Moderate,161.8
Ro-Ro,17.8,3708.7,1299.1,LNG,Rough,182.0
Panamax,14.61,2281.3,2099.1,Methanol,Rough,210.9
Handymax,10.32,6400.7,1863.7,Ammonia,Calm,59.8
Ro-Ro,13.87,3864.0,1439.4,Hydrogen,Calm,81.6
Panamax,16.07,2850.9,547.9,LNG,Moderate,56.6
Panamax,15.01,6633.2,932.5,Hydrogen,Moderate,102.7
Tanker,12.42,2340.3,1302.9,Ammonia,Calm,88.8
Feeder,16.33,2381.1,2154.6,Ammonia,Moderate,85.9
Tanker,11.99,4091.9,293.5,Ammonia,Calm,50.0
Tanker,15.34,9614.8,2072.4,LNG,Calm,313.9
Handymax,10.88,3228.0,1430.3,Methanol,Moderate,50.0
Tanker,15.81,10652.3,793.2,Hydrogen,Moderate,134.9
Panamax,17.21,5921.0,712.6,LNG,Moderate,107.6
Panamax,11.01,5407.4,527.9,Hydrogen,Moderate,50.0
Tanker,14.88,5424.6,792.3,Methanol,Moderate,113.8
Handymax,15.9,5445.5,683.3,Hydrogen,Moderate,55.5
Panamax,17.75,5586.4,1652.0,Ammonia,Calm,257.2
Tanker,10.81,9670.5,1978.4,Ammonia,Rough,135.9
Tanker,15.23,2961.3,1696.0,LNG,Calm,187.1
Panamax,18.11,2791.7,555.2,Conventional (HFO/MGO),Calm,79.7
Panamax,15.87,3269.6,499.3,Ammonia,Calm,52.6
Handymax,10.24,1694.3,803.0,Conventional (HFO/MGO),Moderate,50.0
Panamax,17.21,7244.7,527.2,Hydrogen,Moderate,85.8
Container,20.89,3588.2,2091.6,Ammonia,Moderate,765.6
Ro-Ro,19.43,2271.9,1743.1,Conventional (HFO/MGO),Calm,219.4
Tanker,16.53,6095.3,1995.8,Conventional (HFO/MGO),Calm,337.4
Ro-Ro,11.71,7873.0,401.9,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,13.0,5164.9,967.5,LNG,Moderate,50.3
Feeder,14.78,3126.1,897.2,LNG,Moderate,50.0
Ro-Ro,17.6,1987.4,1082.6,Methanol,Calm,123.2
Panamax,14.27,2349.2,2047.9,Hydrogen,Calm,148.0
Ro-Ro,16.2,3300.2,1877.8,Conventional (HFO/MGO),Moderate,192.8
Panamax,13.32,1910.6,1419.7,Methanol,Calm,97.2
Container,14.3,11799.6,1270.2,Methanol,Calm,181.4
Container,16.67,6483.3,1095.3,Ammonia,Calm,214.9
Ro-Ro,19.05,5520.1,347.2,Methanol,Calm,54.0
Container,19.36,5186.2,1873.1,LNG,Moderate,491.8
Feeder,15.46,2753.6,1806.5,Ammonia,Moderate,60.2
Container,21.63,2917.3,2079.9,LNG,Calm,696.3
Panamax,20.53,2062.6,874.3,LNG,Rough,231.4
Feeder,17.19,3025.6,366.8,LNG,Moderate,50.0
Handymax,15.54,1794.6,1113.0,LNG,Calm,73.9
Tanker,11.94,9411.7,1836.9,Methanol,Calm,138.4
Tanker,12.63,6105.2,487.9,LNG,Moderate,50.0
Ro-Ro,13.17,2689.5,885.2,Ammonia,Calm,52.6
Ro-Ro,18.17,5589.0,647.8,Hydrogen,Calm,79.6
Ro-Ro,13.97,1661.2,1503.1,Ammonia,Calm,92.5
Panamax,16.09,4119.1,1954.8,Conventional (HFO/MGO),Moderate,242.2
Feeder,16.33,2192.2,2055.1,Hydrogen,Moderate,62.2
Feeder,12.8,2113.7,2105.1,LNG,Moderate,50.0
Tanker,16.3,4954.4,2008.4,Ammonia,Calm,346.9
Ro-Ro,19.31,2887.7,833.3,Methanol,Moderate,125.3
Ro-Ro,19.53,5752.9,859.4,LNG,Calm,138.6
Handymax,15.05,5335.8,261.0,Hydrogen,Moderate,50.0
Container,12.48,4231.7,519.4,Ammonia,Calm,50.0
Container,21.82,8674.4,1241.6,Hydrogen,Calm,518.8
Handymax,12.71,1804.3,589.1,Conventional (HFO/MGO),Moderate,50.0
Feeder,16.61,883.9,1396.5,Conventional (HFO/MGO),Calm,50.0
Handymax,10.53,5498.2,998.5,Hydrogen,Calm,50.0
Feeder,12.43,1444.0,470.5,Hydrogen,Moderate,50.0
Handymax,18.97,2217.4,1782.0,Methanol,Rough,285.2
Panamax,14.27,2148.3,1383.6,Conventional (HFO/MGO),Rough,137.6
Handymax,15.14,4258.6,621.1,LNG,Moderate,50.0
Container,16.68,3620.9,1450.5,Hydrogen,Moderate,240.6
Feeder,14.07,1285.8,2104.9,Hydrogen,Rough,50.0
Tanker,16.98,2853.2,1214.6,Ammonia,Calm,200.7
Tanker,13.31,6069.0,616.5,Ammonia,Moderate,56.9
Ro-Ro,15.98,3869.7,1683.1,LNG,Moderate,170.1
Ro-Ro,16.39,5046.1,1545.7,LNG,Moderate,136.1
Panamax,11.56,8730.0,274.5,LNG,Rough,50.0
Handymax,15.08,5569.2,1628.6,Ammonia,Moderate,133.5
Handymax,12.26,5768.5,714.7,Conventional (HFO/MGO),Moderate,50.0
Handymax,18.92,1544.3,1343.3,LNG,Moderate,146.9
Panamax,17.94,2293.3,1792.1,LNG,Moderate,245.5
Container,13.51,10057.0,1242.6,LNG,Calm,131.6
Panamax,17.43,2050.9,222.6,Methanol,Calm,50.0
Container,15.06,4474.2,1550.4,Hydrogen,Calm,174.4
Tanker,12.15,6162.4,595.2,Methanol,Moderate,50.0
Container,17.61,3155.1,1402.0,Methanol,Moderate,319.6
Ro-Ro,12.88,3550.9,1976.1,LNG,Calm,97.9
Container,12.42,8946.7,1072.9,Hydrogen,Moderate,97.0
Handymax,15.73,4026.5,424.6,LNG,Rough,50.0
Ro-Ro,17.48,2770.9,1032.6,Ammonia,Calm,110.4
Handymax,13.11,1320.4,1886.6,Methanol,Calm,81.5
Panamax,17.04,3019.3,1417.3,Hydrogen,Moderate,201.6
Ro-Ro,11.31,5490.9,612.8,LNG,Moderate,50.0
Container,22.64,8011.7,2003.8,Hydrogen,Moderate,831.9
Handymax,16.24,5894.1,649.0,Hydrogen,Calm,54.7
Ro-Ro,16.7,5027.0,496.1,Conventional (HFO/MGO),Calm,53.9
Handymax,16.72,5109.9,1481.8,Conventional (HFO/MGO),Calm,151.6
Feeder,11.01,1273.9,2090.9,Ammonia,Calm,50.0
Panamax,11.86,2628.4,1048.6,Ammonia,Moderate,55.2
Container,22.74,2988.7,1420.0,Hydrogen,Calm,548.5
Panamax,14.03,7759.5,1442.1,Ammonia,Calm,154.9
Feeder,12.46,602.7,2152.4,Ammonia,Calm,50.0
Container,18.65,6182.3,355.0,Hydrogen,Moderate,83.5
Container,21.47,2998.5,1911.7,Hydrogen,Moderate,654.6
Panamax,14.22,6562.6,2047.9,LNG,Rough,237.7
Panamax,12.71,6796.6,1866.6,Methanol,Moderate,157.3
Tanker,11.08,5951.8,1286.9,Ammonia,Moderate,74.4
Tanker,10.69,3438.8,1241.1,Hydrogen,Moderate,50.0
Handymax,10.46,4972.2,1169.2,LNG,Moderate,50.0
Ro-Ro,13.49,2006.4,1600.6,LNG,Calm,82.0
Panamax,14.86,5477.0,942.3,Ammonia,Calm,103.3
Handymax,14.26,5043.4,2115.2,Ammonia,Calm,148.9
Ro-Ro,15.12,7019.4,296.6,Conventional (HFO/MGO),Rough,50.0
Panamax,11.2,5355.7,1164.5,LNG,Calm,50.0
Ro-Ro,20.0,3259.8,1134.5,Conventional (HFO/MGO),Moderate,174.8
Handymax,18.47,2108.1,950.3,Ammonia,Moderate,112.1
Feeder,10.04,2793.8,1622.2,Hydrogen,Moderate,50.0
Container,20.1,10150.0,1842.0,Ammonia,Calm,644.5
Handymax,15.9,4195.0,816.6,Conventional (HFO/MGO),Rough,79.8
Handymax,14.33,3477.9,202.4,Hydrogen,Moderate,50.0
Container,17.69,8221.8,903.7,LNG,Moderate,195.5
Tanker,16.47,3460.8,1789.2,Ammonia,Calm,291.7
Tanker,10.25,9449.9,418.0,Hydrogen,Rough,50.0
Feeder,14.26,2385.8,1029.2,Hydrogen,Calm,50.0
Feeder,12.5,1059.2,2184.4,LNG,Rough,50.0
Tanker,17.25,6457.1,2134.0,LNG,Rough,512.1
Feeder,15.62,3464.3,915.2,Conventional (HFO/MGO),Rough,50.0
Tanker,15.88,2772.0,1132.0,Ammonia,Calm,146.8
Feeder,11.86,3361.6,354.8,Ammonia,Moderate,50.0
Ro-Ro,19.09,6949.8,1465.8,Hydrogen,Moderate,226.9
Tanker,12.59,10312.2,1539.0,Methanol,Moderate,163.3
Handymax,18.58,1824.0,861.4,Conventional (HFO/MGO),Moderate,98.3
Container,20.53,12079.3,517.7,Hydrogen,Calm,181.4
Panamax,12.38,4093.9,1872.9,Methanol,Rough,137.8
Handymax,15.11,2166.6,920.3,Conventional (HFO/MGO),Calm,63.5
Ro-Ro,13.41,4999.7,2101.3,Hydrogen,Calm,111.1
Handymax,11.38,5514.6,153.8,LNG,Moderate,50.0
Panamax,17.21,8012.0,1836.3,Hydrogen,Moderate,298.0
Handymax,15.72,3884.2,309.8,Conventional (HFO/MGO),Rough,50.0
Container,21.92,9263.0,1652.8,Conventional (HFO/MGO),Calm,788.6
Tanker,12.26,9134.4,628.9,Hydrogen,Calm,50.0
Ro-Ro,13.22,6491.9,1317.9,LNG,Calm,78.1
Container,16.68,12747.9,1624.5,LNG,Moderate,387.9
Handymax,16.78,3925.9,1426.7,Conventional (HFO/MGO),Rough,175.7
Panamax,16.59,3493.9,258.4,Ammonia,Moderate,50.0
Panamax,18.01,4514.9,1249.6,Hydrogen,Moderate,178.5
Feeder,10.61,2951.6,218.6,Ammonia,Calm,50.0
Panamax,13.62,2908.6,1633.3,Conventional (HFO/MGO),Moderate,132.7
Ro-Ro,12.88,7793.3,371.2,Methanol,Moderate,50.0
Tanker,18.61,5676.3,1685.0,Methanol,Calm,414.9
Tanker,12.04,2668.9,358.6,LNG,Rough,50.0
Handymax,14.76,5014.0,872.7,LNG,Calm,56.7
Panamax,16.26,2944.6,156.3,LNG,Moderate,50.0
Handymax,11.63,4750.0,2093.3,Ammonia,Moderate,77.5
Container,20.82,11993.1,1432.9,Ammonia,Moderate,618.2
Handymax,10.99,2653.1,684.3,Ammonia,Rough,50.0
Panamax,16.19,2348.1,2120.5,LNG,Moderate,260.3
Feeder,16.38,2121.6,1102.5,LNG,Calm,50.0
Container,19.9,7795.2,2161.4,Hydrogen,Moderate,720.7
Tanker,18.06,9503.7,1722.3,Ammonia,Calm,452.3
Ro-Ro,16.36,3967.5,862.2,Conventional (HFO/MGO),Rough,111.1
Panamax,13.81,1783.4,232.9,Ammonia,Calm,50.0
Panamax,17.69,4706.2,301.9,LNG,Calm,50.0
Container,14.29,10646.4,1576.8,Conventional (HFO/MGO),Rough,290.3
Tanker,12.81,2455.8,1476.6,Methanol,Calm,120.0
Tanker,11.57,2711.4,2096.3,Ammonia,Calm,132.4
Container,22.69,9062.6,1121.3,Methanol,Calm,579.9
Handymax,12.29,2090.1,1577.3,Hydrogen,Rough,64.8
Container,17.84,11634.9,2049.0,Ammonia,Calm,592.2
Feeder,17.97,2831.0,1794.5,LNG,Calm,81.7
Handymax,11.69,4507.7,1775.7,Conventional (HFO/MGO),Rough,78.0
Ro-Ro,15.09,1551.1,1921.1,LNG,Calm,121.8
Container,19.82,12554.3,591.5,Methanol,Calm,240.0
Tanker,13.29,3594.6,2190.3,Methanol,Moderate,178.4
Tanker,11.79,4778.3,377.7,Conventional (HFO/MGO),Calm,50.0
Tanker,14.38,6770.7,1849.9,LNG,Calm,216.4
Panamax,20.6,3103.1,653.8,Ammonia,Moderate,167.9
Container,12.81,9588.9,1799.6,Conventional (HFO/MGO),Calm,187.2
Tanker,10.7,6310.1,289.4,Hydrogen,Rough,50.0
Feeder,15.46,1498.5,2063.8,Hydrogen,Rough,61.1
Handymax,10.42,1447.2,433.2,Methanol,Moderate,50.0
Ro-Ro,12.58,3363.4,260.9,Ammonia,Rough,50.0
Container,18.33,9096.4,671.4,Methanol,Calm,190.0
Handymax,15.02,2902.7,1644.3,LNG,Moderate,108.9
Container,15.55,8498.6,150.1,Ammonia,Moderate,50.0
Container,12.02,9186.7,1508.5,LNG,Moderate,120.7
Container,18.28,5475.6,1213.5,Hydrogen,Moderate,280.6
Container,16.8,11850.3,1983.7,Methanol,Calm,456.2
Tanker,17.68,4159.9,1022.5,Conventional (HFO/MGO),Rough,277.2
Handymax,14.45,1732.8,2102.6,Ammonia,Moderate,128.5
Container,12.16,4942.5,840.7,Ammonia,Moderate,71.6
Container,20.96,4062.6,1587.6,LNG,Moderate,545.2
Feeder,11.13,2087.3,329.0,Conventional (HFO/MGO),Moderate,50.0
Panamax,19.88,8706.0,239.1,Conventional (HFO/MGO),Rough,75.9
Handymax,11.57,5123.8,1875.9,Hydrogen,Rough,83.8
Feeder,15.26,1255.3,407.4,Conventional (HFO/MGO),Calm,50.0
Container,12.56,13823.4,1806.0,Hydrogen,Calm,173.6
Ro-Ro,17.08,3993.3,1200.4,Hydrogen,Calm,111.1
Container,15.14,4988.4,1480.3,LNG,Calm,195.9
Ro-Ro,19.66,3033.1,982.5,Conventional (HFO/MGO),Calm,168.7
Tanker,13.72,9000.8,1706.9,Methanol,Moderate,174.8
Tanker,18.61,9165.8,1708.3,Ammonia,Rough,559.5
Handymax,18.98,4955.7,1365.1,Conventional (HFO/MGO),Calm,184.4
Ro-Ro,16.89,2523.9,1400.3,Ammonia,Calm,130.3
Feeder,15.09,1106.7,346.0,Methanol,Calm,50.0
Panamax,18.79,7169.1,827.0,Ammonia,Calm,182.4
Feeder,10.8,2197.9,1534.6,Methanol,Calm,50.0
Handymax,10.36,3277.4,1840.8,Hydrogen,Rough,50.0
Feeder,13.94,1473.6,1980.2,Conventional (HFO/MGO),Moderate,50.0
Handymax,13.07,4013.2,2041.7,Hydrogen,Calm,84.2
Handymax,14.16,2725.9,226.5,Ammonia,Calm,50.0
Handymax,12.5,3219.5,1467.0,Methanol,Rough,77.9
Handymax,17.35,1992.7,767.3,Hydrogen,Calm,59.6
Panamax,14.29,7990.4,325.8,Ammonia,Moderate,50.0
Feeder,12.98,2163.1,1155.1,LNG,Moderate,50.0
Feeder,17.85,772.8,716.5,Methanol,Calm,50.0
Tanker,15.11,9170.0,719.0,Methanol,Moderate,104.2
Feeder,12.4,1551.4,946.4,Methanol,Moderate,50.0
Panamax,18.6,5845.6,2095.9,Conventional (HFO/MGO),Moderate,401.2
Handymax,16.13,3567.8,432.6,Methanol,Rough,50.0
Tanker,14.33,7691.4,409.9,Hydrogen,Calm,50.0
Feeder,16.05,1336.5,1855.6,Conventional (HFO/MGO),Rough,74.4
Feeder,13.68,3273.1,1143.1,Hydrogen,Calm,50.0
Ro-Ro,13.04,6035.2,548.1,Ammonia,Moderate,50.0
Feeder,11.01,1275.6,1721.6,Conventional (HFO/MGO),Moderate,50.0
Tanker,10.87,9273.1,1776.3,Methanol,Rough,140.1
Ro-Ro,13.29,7338.2,449.3,LNG,Calm,50.0
Ro-Ro,17.25,7917.2,887.0,Hydrogen,Calm,111.6
Tanker,11.93,11498.4,1200.7,Hydrogen,Moderate,102.2
Ro-Ro,17.67,3934.0,1812.4,Methanol,Moderate,263.0
Tanker,18.73,9575.8,1420.6,LNG,Rough,413.1
Handymax,14.14,1538.7,1275.7,LNG,Moderate,69.8
Handymax,16.49,5009.2,2171.0,LNG,Calm,210.1
Ro-Ro,12.18,5483.5,1064.0,Conventional (HFO/MGO),Moderate,50.0
Tanker,14.94,2922.5,721.4,LNG,Calm,71.0
Ro-Ro,12.09,5516.0,1348.8,Hydrogen,Moderate,54.9
Feeder,16.81,1153.7,1819.0,Hydrogen,Calm,53.3
Panamax,12.98,2445.6,303.6,Methanol,Calm,50.0
Ro-Ro,18.28,6434.1,749.4,Conventional (HFO/MGO),Calm,106.9
Container,16.4,4013.4,2168.6,Ammonia,Moderate,422.3
Handymax,18.35,3584.7,778.8,Ammonia,Moderate,106.4
Handymax,12.06,4186.6,1707.8,Methanol,Rough,78.3
Handymax,11.9,4064.8,678.1,Conventional (HFO/MGO),Calm,50.0
Feeder,10.53,1821.2,2153.3,LNG,Moderate,50.0
Feeder,17.21,730.2,1457.7,Methanol,Moderate,52.6
Handymax,18.17,2975.8,256.1,Conventional (HFO/MGO),Calm,50.0
Handymax,17.02,5356.0,177.4,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,17.52,7994.2,1784.1,Conventional (HFO/MGO),Moderate,279.2
Ro-Ro,13.63,2656.2,1200.7,Hydrogen,Calm,54.3
Tanker,17.61,9168.1,829.2,Conventional (HFO/MGO),Calm,189.7
Ro-Ro,16.63,2009.4,2118.4,Conventional (HFO/MGO),Calm,179.0
Panamax,14.68,3795.0,393.2,Ammonia,Moderate,50.0
Panamax,17.31,8135.4,1426.3,Ammonia,Moderate,284.9
Panamax,17.89,5847.1,163.7,Methanol,Moderate,50.0
Ro-Ro,12.0,1528.9,181.0,Methanol,Calm,50.0
Container,18.15,7283.1,2160.5,Conventional (HFO/MGO),Moderate,611.9
Panamax,15.31,3917.5,1166.0,Methanol,Moderate,126.2
Handymax,16.35,2589.5,1862.7,LNG,Rough,179.1
Ro-Ro,18.32,4148.3,329.9,Hydrogen,Moderate,50.0
Container,18.89,6594.6,329.5,LNG,Rough,106.7
Ro-Ro,17.01,2044.5,1665.8,Methanol,Moderate,184.1
Ro-Ro,19.59,6501.0,379.6,Methanol,Calm,67.1
Panamax,19.17,4582.7,1966.7,Ammonia,Calm,413.8
Feeder,12.85,2442.7,989.9,Hydrogen,Moderate,50.0
Feeder,14.08,2338.6,475.0,LNG,Moderate,50.0
Feeder,16.95,1894.8,512.1,Conventional (HFO/MGO),Calm,50.0
Feeder,13.03,789.2,356.7,Ammonia,Moderate,50.0
Tanker,13.03,5724.3,1469.3,Methanol,Moderate,127.3
Tanker,14.15,7639.1,376.9,Methanol,Calm,50.0
Tanker,15.66,5978.4,602.5,LNG,Moderate,93.8
Panamax,19.09,4908.7,2025.9,Conventional (HFO/MGO),Calm,409.6
Container,13.14,8754.8,1490.0,Ammonia,Moderate,191.0
Container,19.71,13617.7,1884.8,Ammonia,Moderate,857.1
Container,21.76,9670.2,304.3,Hydrogen,Moderate,125.8
Panamax,17.47,5156.1,555.5,Ammonia,Moderate,99.2
Ro-Ro,16.44,4795.6,668.1,Hydrogen,Moderate,70.0
Tanker,18.05,8074.0,805.3,Ammonia,Calm,175.9
Feeder,11.02,2619.7,1021.6,Ammonia,Calm,50.0
Container,22.81,4411.6,1158.4,Ammonia,Rough,683.3
Tanker,14.65,2770.6,1403.6,Methanol,Rough,204.9
Feeder,14.14,1946.3,853.9,Conventional (HFO/MGO),Calm,50.0
Panamax,17.45,5178.5,1033.2,LNG,Moderate,156.5
Tanker,15.02,5488.6,1031.6,Methanol,Moderate,129.1
Ro-Ro,12.89,5459.1,422.6,Methanol,Rough,50.0
Container,15.98,11325.7,2069.0,Hydrogen,Moderate,380.7
Handymax,15.85,5400.6,478.1,Ammonia,Rough,53.1
Container,22.98,10493.1,2012.3,LNG,Calm,1014.9
Container,12.15,9720.6,1485.5,Hydrogen,Calm,109.7
Container,21.06,10715.8,1145.2,Conventional (HFO/MGO),Moderate,485.5
Container,21.6,6214.6,975.8,LNG,Calm,383.2
Tanker,11.48,4845.5,363.4,Ammonia,Calm,50.0
Feeder,14.33,727.9,1431.4,Hydrogen,Moderate,50.0
Feeder,16.11,657.4,1822.0,LNG,Moderate,50.0
Container,13.19,12574.8,1124.3,Conventional (HFO/MGO),Calm,132.4
Handymax,15.79,6214.4,1535.2,Conventional (HFO/MGO),Moderate,153.2
Handymax,10.51,4784.2,272.4,Hydrogen,Calm,50.0
Feeder,10.31,2083.1,736.0,LNG,Moderate,50.0
Container,21.85,3769.5,1762.0,Hydrogen,Calm,661.6
Panamax,13.06,2341.7,1725.4,LNG,Moderate,104.6
Feeder,13.48,1073.5,171.9,Ammonia,Moderate,50.0
Tanker,11.79,6614.0,1981.7,LNG,Moderate,135.2
Panamax,14.73,4421.8,1725.2,Methanol,Moderate,168.2
Feeder,11.11,603.3,382.2,LNG,Calm,50.0
Panamax,18.37,7007.3,2188.4,Ammonia,Rough,556.4
Tanker,11.38,10997.8,359.8,Conventional (HFO/MGO),Calm,50.0
Feeder,14.77,2487.4,1322.0,Hydrogen,Rough,50.0
Handymax,15.31,2459.2,2154.4,Ammonia,Rough,202.8
Container,16.2,5351.4,525.0,Ammonia,Rough,121.0
Ro-Ro,18.63,5647.1,441.7,Ammonia,Calm,80.0
Panamax,12.73,8391.7,1551.8,Hydrogen,Calm,105.8
Ro-Ro,17.6,3558.5,956.8,Methanol,Calm,107.5
Tanker,18.72,10965.4,328.3,Hydrogen,Rough,102.6
Tanker,16.74,11096.5,2097.1,Conventional (HFO/MGO),Moderate,484.1
Panamax,11.59,5324.6,1148.8,Conventional (HFO/MGO),Calm,58.1
Container,19.95,7439.0,802.6,Methanol,Moderate,297.4
Ro-Ro,11.18,7652.4,1698.3,LNG,Calm,70.3
Feeder,11.01,1236.6,2111.2,Methanol,Moderate,50.0
Tanker,14.24,8528.8,759.9,Hydrogen,Calm,84.9
Ro-Ro,16.61,6918.9,194.1,Ammonia,Moderate,50.0
Tanker,13.22,8360.3,223.0,Hydrogen,Calm,50.0
Ro-Ro,11.13,6509.8,694.3,Conventional (HFO/MGO),Moderate,50.0
Tanker,10.42,7785.1,1260.7,Hydrogen,Calm,59.0
Feeder,11.18,1106.6,1656.2,Ammonia,Moderate,50.0
Container,12.44,10616.9,2189.2,Conventional (HFO/MGO),Calm,216.2
Feeder,10.13,2128.1,721.7,LNG,Moderate,50.0
Container,14.21,12074.7,2047.1,Methanol,Calm,336.6
Ro-Ro,12.28,6775.2,1312.9,Ammonia,Rough,88.7
Handymax,12.93,1279.8,498.3,LNG,Rough,50.0
Container,15.06,6320.5,1273.0,Conventional (HFO/MGO),Calm,178.3
Ro-Ro,12.92,5871.1,890.9,Ammonia,Calm,50.0
Panamax,14.75,5314.4,737.4,Ammonia,Moderate,85.9
